"Община","Име на атракция","Вид на атракция","Собственост","Статут","Достъпност за посещение","Местоположение","Транспортна достъпност и връзки","Видимост и ориентация","Среда","Туристическа инфраструктура","Съпътстващи атракции","Публични услуги","Интернет ресурси"
"Твърдица","КОМПЛЕКС ЧИЛИЦИТЕ","стаи за гости и ресторант","частна","стаи за гости и заведение за хранене","целогодишно","ул. ""Хан Аспарух""","лесен","-","Градска","Места за настаняване","Има","-",""
"Твърдица","ЕКО ПЪТЕКА ТРАДИЩЕТО","-","-","-","Целогодишно","Твърдица","Средна трудност","-","Природна","Места за настаняване","Има","-",""
"Твърдица","ЕКО ПЪТЕКА ШИВАЧЕВО-ЛОВНА ХИЖА","-","-","-","Целогодишна","Шивачево","Средна трудност","-","Природна","Места за настаняване","Има","-",""
"Твърдица","ОБЩИНСКИ ТУРИСТИЧЕСКИ ИНФОРМАЦИОНЕН ЦЕНТЪР","Информационен център","Общинска","Информационен център","Целогодишно","гр. Твърдица, ул. Момчила № 1","Достъпен","-","Градска","Места за настаняване","-","-",""
"Нова Загора","ИСТОРИЧЕСКИ МУЗЕЙ НОВА ЗАГОРА","Музей","Общинска собственост. Акт № 861/04.03.2003г.","","Платено, целогодишно, няма екскурзоводи, достъп на хора с увреждания- ограничен","гр. Нова Загора, пл. Свобода № 3","Добро състояние, няма общ. Транспорт","В центъра на града","Градска","Места за настаняване","Има","Има",""
"Нова Загора","КАРАНОВСКА СЕЛИЩНА МОГИЛА","Недвижим паметник на културата","Държавна","Паметник на културата с национално значение","Платено, целогодишно, има екскурзоводи, достъп на хора с увреждания- има","с. Караново","Четвъртокласен път, има общ. Транспорт","На 10 км. Североизточно от Нова Загора","Природна","Места за настаняване","Има","-",""
"Нова Загора","ИЗТОЧНА НАДГРОБНА МОГИЛА","Недвижим паметник на културата","Държавна","Паметник на културата с национално значение","Платено, целогодишно, няма екскурзоводи, достъп на хора с увреждания- ограничен","с. Караново","Четвъртокласен път, има общ. Транспорт","На 10 км. Североизточно от Нова Загора","Природна","Места за настаняване","Има","-",""
"Нова Загора","ДЯДОВСКА СЕЛИЩНА МОГИЛА","Недвижим паметник на културата","Държавна","Паметник на културата с национално значение","Платено, целогодишно, няма екскурзоводи, достъп на хора с увреждания- ограничен","с. Дядово","Четвъртокласен път, има общ. Транспорт","Добра, на 10 км. От Нова Загора и на 1 км от АМ Тракия","Природна","Места за настаняване","Има","-",""
"Нова Загора","СВЕТА ЕЛЕНА","Църква","-","","-","гр. Нова Загора","-","","-","Места за настаняване","-","-",""
"Нова Загора","ЕДОАРДО МИРОЛИО","Винарска изба","частна","","-","с. Еленово","-","","-","Места за настаняване","-","-",""
"Сливен","СТАРИЯТ БРЯСТ","Вековно дърво","Общинска","С национално значение","Да, безплатно, целогодишно, достъпно за хора с увреждания","гр. Сливен, бул. „Цар Освободител”","Автомобил, обществен транспорт","-","Градска","Места за настаняване","Има","Има",""
"Сливен","ЗАЛА СИРАК СКИТНИК- ОБЕКТ НА ХУДОЖЕСТВЕНА ГАЛЕРИЯ ДИМИТЪР ДОБРОВИЧ","Музей","Публична общинска собственост","-","Да, платено, целогодишно, с екскурзоводи, достъпно за хора с увреждания","гр. Сливен, бул. Цар Симеон № 2","Автомобил, обществен транспорт","-","Градска","Места за настаняване","Има","Има",""
"Ковачевци","ПАРАКЛИС СВЕТИ ЙОАН ЛЕТНИ","Параклис","Общинска","","Целогодишно и безплатно","с. Лобош","Да","","Природна","Места за настаняване","-","-",""
"Сливен","КЪСНОАНТИЧНА И СРЕДНОВЕКОВНА КРЕПОСТ ТУИДА","Недвижим паметник на културата","Публична държавна собственост","Археологически паметник на културата с категория „национално значение”","След въвеждане в експлоатация - да, платено, целогодишно, с екскурзоводи, достъпно за хора с увреждания","гр. Сливен, м. „Хисарлъка” до кв. „Ново село”","Път от второстепенната улична мрежа","-","Градска","Места за настаняване","Има","Има",""
"Сливен","НАЦИОНАЛЕН МУЗЕЙ НА ТЕСКТИЛНАТА ИНДУСТРИЯ- ФИЛИАЛ НА НАЦИОНАЛЕН ПОЛИТЕХНИЧЕСКИ МУЗЕЙ- СОФИЯ","Музей","Публична държавна собственост","Национален музей","Да, платено, целогодишно, с екскурзоводи, достъпно за хора с увреждания","гр. Сливен, пл. „Стоил войвода""№ 3","Автомобил, обществен транспорт","-","Градска","Места за настаняване","Има","Има",""
"Сливен","РЕГИОНАЛЕН ИСТОРИЧЕСКИ МУЗЕЙ","Музей","Публична общинска собственост","Регионален музей","Да, платено, целогодишно, с екскурзоводи, достъпно за хора с увреждания","гр. Сливен, бул. ""Цар Освободител""№ 18","Автомобил, обществен транспорт","-","Градска","Места за настаняване","Има","Има",""
"Сливен","КЪЩА- МУЗЕЙ ХАДЖИ ДИМИТЪР- ОБЕКТ НА РЕГИОНАЛЕН ИСТОРИЧЕСКИ МУЗЕЙ","Музей","Публична общинска собственост","Къщата е паметник на културата с национално значение","Да, платено, целогодишно, с екскурзоводи, достъпно за хора с увреждания","гр. Сливен, кв. ""Клуцохор"", ул. ""Асенова"" 2","Автомобил, обществен транспорт","-","Градска","Места за настаняване","Има","Има",""
"Сливен","МУЗЕЙНА СБИРКА ДОБРИ ЧИНТУЛОВ- ОБЕКТ НА РЕГИОНАЛЕН ИСТОРИЧЕСКИ МУЗЕЙ","Музей","Публична общинска собственост","Къщата е паметник на културата с национално значение","Да, платено, целогодишно, с екскурзоводи, достъпно за хора с увреждания","гр. Сливен, ул. ""Възрожденска"" 5","Автомобил, обществен транспорт","-","Градска","Места за настаняване","Има","Има",""
"Перник","ПРИРОДЕН РЕЗЕРВАТ ОСТРИЦА","Резерват","Държавна собственост","Природен резерват","Да, безплатно, целогодишно","склоновете на връх Острица","Няма, туристическа пътека","Отлична видимост, Ориентация – изток-запад","Природна","Места за настаняване","Има","Няма",""
"Сливен","КЪЩА- МУЗЕЙ НА СЛИВЕНСКИЯ БИТ- ОБЕКТ НА РЕГИОНАЛЕН ИСТОРИЧЕСКИ МУЗЕЙ","Музей","Публична общинска собственост","Къщата е паметник на културата с национално значение","Да, платено, целогодишно, с екскурзоводи, достъпно за хора с увреждания","гр. Сливен, ул. ""Симеон Табаков"" 5","Автомобил, обществен транспорт","-","Градска","Места за настаняване","Има","Има",""
"Сливен","ХУДОЖЕСТВЕНА ГАЛЕРИЯ ДИМИТЪР ДОБРОВИЧ","Музей","Публична общинска собственост","Общински музей","Да, платено, целогодишно, с екскурзоводи, достъпно за хора с увреждания","гр. Сливен, бул ""Цар Освободител"" 13","Автомобил, обществен транспорт","-","Градска","Места за настаняване","Има","Има",""
"Сливен","КЪЩА МИРКОВИЧ- ОБЕКТ НА ХУДОЖЕСТВЕНА ГАЛЕРИЯ ДИМИТЪР ДОБРОВИЧ","Музей","Публична общинска собственост","Къща- паметник на културата с национално значение","Да, платено, целогодишно, с екскурзоводи, достъпно за хора с увреждания","гр. Сливен, ул. ""Д-р Миркович"" 10","Автомобил, обществен транспорт","-","Градска","Места за настаняване","Има","Има",""
"Сливен","ДРАМАТИЧЕН ТЕАТЪР СТЕФАН КИРОВ","Театър","Публична държавна собственост","Държавен театър","Платено, достъпно за хора с увреждания","гр. Сливен, пл. ""Хаджи Димитър"" 4","Автомобил, обществен транспорт","-","Градска","Места за настаняване","Има","Има",""
"Сливен","ДЪРЖАВЕН КУКЛЕН ТЕАТЪР","Театър","-","Държавен театър, сграда - паметник на културата","Платено, достъпно за хора с увреждания","гр. Сливен, бул ""Цар Освободител"" 24","Автомобил, обществен транспорт","-","Градска","Места за настаняване","Има","Има",""
"Сливен","РЕГИОНАЛНА БИБЛИОТЕКА САВА ДОБРОПЛОДНИ","Библиотека","Публична общинска собственост","Регионална библиотека, сграда - паметник на културата","Платено, целогодишно, цостъпно за хора с увреждания","гр. Сливен, ул. ""Никола Карев"" 1","Автомобил, обществен транспорт","-","Градска","Места за настаняване","Има","Има",""
"Сливен","ПАМЕТНИК НА ХАДЖИ ДИМИТЪР","Недвижим паметник на културата","Публична общинска собственост","Архитектурно-художествен исторически паметник на културата","Да, безплатно, целогодишно, достъпно за хора с увреждания","гр. Сливен, пл. ""Хаджи Димитър""","Автомобил, обществен транспорт","-","Градска","Места за настаняване","Има","Има",""
"Сливен","ПАМЕТНИК НА СЕДМИ КОНЕН ПОЛК ОРЛЕТО","Недвижим паметник на културата","Публична общинска собственост","Архитектурно-художествен исторически паметник на културата","Да, безплатно, белогодишно, достъпно за хора с увреждания","гр. Сливен, бул. ""Бургаско шосе"" до Градската градина","Автомобил, обществен транспорт","-","Градска","Места за настаняване","Има","Има",""
"Радомир","ВОЙНИШКО ВЪСТАНИЕ 1918","Музейна експозиция","Общинска","Общински исторически музей","Платено, екскурзовод","гр. Радомир, пл.“Войнишко въстание“ №1","Добра","В административния център","Градска","Места за настаняване","Има","Има",""
"Сливен","СТАРАТА ЧАСОВНИКОВА КУЛА","Недвижим паметник на културата","Публична общинска собственост","Паметник на културата с местно значение","Да, безплатно, целогодишно, достъпно за хора с увреждания","гр. Сливен, ъгъла на ул. ""Раковски"" и ул. ""Ген. Столипин""","Автомобил, обществен транспорт","-","Градска","Места за настаняване","Има","Има",""
"Сливен","КАТЕДРАЛЕН ХРАМ СВЕТИ ДИМИТЪР","Храм","Църковна собственост","Църква, сграда - паметник на културата с местно архитектурно и национално художествено значение","Да, безплатно, целогодишно, достъпно за хора с увреждания","гр. Сливен, пл. 'Хаджи Димитър"" 3","Автомобил, обществен транспорт","-","Градска","Места за настаняване","Има","Има",""
"Ковачевци","СРЕДНОВЕКОВНА ЦЪРКВА СВЕТИ НИКОЛАЙ ЛЕТНИ","Църква","Общинска","","Целогодишно и безплатно","с. Сирищник","Да","","-","Места за настаняване","Има","-",""
"Сливен","ХРАМ СВЕТА СОФИЯ","Храм","Църковна собственост","Църква, сграда - паметник на културата с местно значение","Да, безплатно, целогодишно, достъпно за хора с увреждания","гр. Сливен, кв. ""Ново село""","Автомобил, обществен транспорт","-","Градска","Места за настаняване","Има","Има",""
"Сливен","ПРИРОДЕН ПАРК СИНИТЕ КАМЪНИ","Природен парк","Частна, държавна и общинска","Национален парк","Да, безплатно, целогодишно, достъпно за хора с увреждания","бул. „Цар Симеон” 1 Б","Автомобил, обществен транспорт, лифт","-","Природна","Места за настаняване","Има","Има",""
"Сливен","МЕСТНОСТ КАРАНДИЛА","Част от Природен парк","Частна, държавна и общинска","С местно значение","Да, безплатно, целогодишно, достъпно за хора с увреждания","В ПП „Сините камъни”, Координати: 42°43'10""N, 26°22'28""E","Автомобил, обществен транспорт, лифт","-","Природна","Места за настаняване","Има","Има",""
"Сливен","ХАЛКАТА","Природна забележителност – скален феномен","Частна, държавна и общинска","С национално значение","Да, безплатно, целогодишно","В ПП „Сините камъни”","Автомобил, обществен транспорт","-","Природна","Места за настаняване","Има","Има",""
"Перник","РЕГИОНАЛЕН ИСТОРИЧЕСКИ МУЗЕЙ ПОСТОЯННА ЕКСПОЗИЦИЯ","Музей, постоянна сбирка","Общинска собственост","Регионален културен институт","Да, платено, целогодишно, екскурзовод, достъп за хора с увреждания","гр. Перник, ул. «Физкултурна» № 2 666427.99 m E, 4719405.70 m N","Градска инфраструктура","Слаба видимост","Градска","Места за настаняване","Има","Има",""
"Ковачевци","КИЛИЙНО УЧИЛИЩЕ","Училище","Общинска","Музейна сбирка","Целогодишно и безплатно","с. Лобош","Да","","-","Места за настаняване","Има","-",""
"Ковачевци","СВЕТЕНА ВОДА","Природна забележителност","Общинска","Природна забележителност с местно значение","Целогодишно и безплатно","с. Сирищник","Да","","-","Места за настаняване","-","-",""
"Перник","РЕГИОНАЛЕН ИСТОРИЧЕСКИ МУЗЕЙ КРЕПОСТ ПЕРНИК","Недвижима културна ценност","Общинска собственост","Недвижима културна ценност с национално значение","Да, платено, целогодишно, екскурзовод, достъпно за хора с увреждания","665571.53 m E, 4717720.67 m N","Градска инфраструктура","Слаба видимост","Градска","Места за настаняване","Има","Има",""
"Перник","РЕГИОНАЛЕН ИСТОРИЧЕСКИ МУЗЕЙ ПОДЗЕМЕН МИНЕН МУЗЕЙ","Музей, Експозиция индустриално наследство","Общинска собственост","Единствен минен музей в руднична галерия на Балканите","Да, платено, целогодишно, екскурзовод, достъпно за хора с увреждания","666460.13 m E, 4719437.35 m N","Градска инфраструктура","Слаба видимост","Градска","Места за настаняване","Има","Има",""
"Перник","ТРАКИЙСКО СВЕТИЛИЩЕ АСКЛЕПИЙ КЕЙЛАДЕНОС","Недвижима културна ценност","Държавна собственост","Недвижима културна ценност с национално значение","Ограничен, целогодишно","Перник, кв. Църква, 673080.16 m E, 4718805.92 m N","Усложнен достъп, Градска/междуградска инфраструктура","Слаба видимост","Градска","Места за настаняване","Има","Има",""
"Перник","ХРАМ СВЕТИ МИХАИЛ","Недвижима културна ценност","Църковна собственост","Недвижима културна ценност с регионално значение","Да, безплатно, целогодишно","с. Студена,42°32'32""N   23°7'22""E","Селищна инфраструктура","Слаба видимост","Градска","Места за настаняване","Има","Има",""
"Перник","ХРАМ СВЕТИ ГЕОРГИ","Недвижима културна ценност","Църковна собственост","Недвижима културна ценност с национално значение","Да, безплатно, целогодишно","с. Студена","Усложнен достъп – екопътека, Селищна инфраструктура","Слаба видимост","Градска","Места за настаняване","Има","Има",""
"Перник","МАНАСТИР СВЕТИ НИКОЛАЙ ЧУДОТВОРЕЦ","Недвижима културна ценност","Църковна собственост","Недвижима културна ценност с регионално значение","Да, безплатно, целогодишно","с. Кладница,42° 34? 1? N, 23° 10? 58? E","Асфалтов път с. Кладница – х. Селимица","Слаба видимост","Градска","Места за настаняване","Има","Има",""
"Перник","ХУДОЖЕСТВЕНА ГАЛЕРИЯ","Изложбени зали с временни експозиции","Общинска собственост","Общински културен институт","Да, безплатно, целогодишно","гр. Перник, Пл. «Кракра»№ 1 и № 17","Градска инфраструктура","Слаба видимост","Градска","Места за настаняване","Има","Има",""
"Перник","ПАРК ВИТОША","Парк","Държавна собственост","Народен парк","Да, безплатно, целогодишно","Планина Витоша","Няма, туристическа пътека","Отлична видимост","Природна","Места за настаняване","Има","Има",""
"Ковачевци","ЯЗОВИР ПЧЕЛИНА","Язовир","Държавна","Обект с национално значение","Целогодишно и безплатно","с. Лобош с. Калище с. Ковачевци","Да","","Природна","Места за настаняване","-","Има",""
"Перник","ПЕЩЕРА ДУХЛАТА","Природна забележителност","Държавна собственост","Природна забележителност","Ограничен достъп, целогодишно","42°29?41.64? с. ш. 23°11?46.32? и. д.","Асфалтов път Боснек - Чуйпетлово","Слаба видимост, основни входове от север и изток","Природна","Места за настаняване","Има","Има",""
"Перник","ТУРИСТИЧЕСКИ ИНФОРМАЦИОНЕН ЦЕНТЪР БОСНЕК","Туристически обект","Публична, Туристическо сдружение","Местно значение","Целогодишно,безплатно","с. Боснек ,ул.Явор №1 , 42.4833° с. ш. 23.1833° и. д.","Ежедневна автобусна линия до гр.Перник ,афалтиран общински път ,който тръгва от магистрала ""Струма""(Е-79)","Добра","Градска","Места за настаняване","Има","Има",""
"Брезник","ЦЪРКВА СВЕТА ПЕТКА","Паметник на културата","Публична общинска собственост","Национално значение","Безплатно","гр. Брезник, пл.""Чорни""","Асфалтов път","","Градска","Места за настаняване","Няма","Има",""
"Перник","ЕКОПЪТЕКА И ПРИРОДНА ЗАБЕЛЕЖИТЕЛНОСТ ЖИВАТА ВОДА","Туристически маршрут и природна забележителност","Държавна","Регионално значение","Целогодишно,безплатно","Парк „Витоша"", 42.4833° с. ш. 23.1833° и. д.","Ежедневна автобусна линия до гр.Перник ,афалтиран общински път ,който тръгва от магистрала ""Струма""(Е-79)","Добра","Природна","Места за настаняване","Има","Има",""
"Перник","КЛУБ ЗА КОННА ЕЗДА","Спортен обект","Публична,спортен клуб /сдружение /","Регионално значение","Целогодишно","с. Боснек „Стопански двор"" (в северния край на ул.Игличе) , 42.4833° с. ш. 23.1833° и. д.","Ежедневна автобусна линия до гр.Перник ,афалтиран общински път ,който тръгва от магистрала ""Струма""(Е-79)","Добра","Градска","Места за настаняване","Има","Има",""
"Перник","КЪЩА ЗА ГОСТИ КЪЩА ЗА ПТИЦИ","Къща за гости","Частна","Местно значение","Целогодишно, платено","с. Боснек ,ул.Хр.Ботев №36 ,42.4833° с. ш. 23.1833° и. д.","Ежедневна автобусна линия до гр.Перник ,афалтиран общински път ,който тръгва от магистрала ""Струма""(Е-79)","Добра","Градска","Места за настаняване","Има","Има",""
"Перник","КЪЩА ЗА ГОСТИ ТИХИЯ КЪТ","Къща за гости","Частна","Местно значение","Целогодишно, платено","с. Боснек ,ул.Н.Въпцаров №17 , 42.4833° с. ш. 23.1833° и. д.","Ежедневна автобусна линия до гр.Перник ,афалтиран общински път ,който тръгва от магистрала ""Струма""(Е-79)","Добра","Градска","Места за настаняване","Има","Има",""
"Радомир","ЦЪРКВА ВЪЗНЕСЕНИЕ ГОСПОДНЕ","Художествен паметник на културата","Св. Митрополия","От национално значение","Целогодишен достъп, екскурзовод с предварителна заявка","с. Старо село","На международен път","-","Градска","Места за настаняване","Има","Има",""
"Радомир","ЦЪРКВА СВЕТИ НИКОЛАЙ","Архитектурен паметник на културата","Св. Митрополия","От местно значение","Целогодишен достъп, екскурзовод с предварителна заявка","с. Старо село","На международен път София- Кулата","-","Градска","Места за настаняване","Има","Има",""
"Трън","ВРАБЧАНСКИ ВОДОПАД","Природна забележителност","Не разполагаме с информация","-","Целогодишно безплатно посещение, не е достъпно за хора с увреждания","с.Врабча","Асфалтов път, обществен междуградски транспорт- 2 пъти в деня при наличие на пътници","Път обозначен с табели","Природна","Места за настаняване","-","-",""
"Радомир","ПАРАКЛИС СВЕТИ ИВАН РИЛСКИ","Параклис","Общинска","От местно значение","Целогодишен достъп, екскурзовод с предварителна заявка","с. Старо село","На международен път София- Кулата","На 2 км. от центъра на селото и в непосредствена близост до международен път Е-79","Градска","Места за настаняване","Има","Има",""
"Радомир","КОМПЛЕКС КИЛИЙНО УЧИЛИЩЕ И ЦЪРКВА","Архитектурен и художествен","Общинска","От местно значение","Целогодишен достъп, екскурзовод с предварителна заявка","с. Радибош","На 9 км. от гр.Радомир","В долина на на 200 м. от центъра на селото","Градска","Места за настаняване","Има","-",""
"Трън","ЦЪРКВАТА СВЕТИ НИКОЛА","Църква","Собственост на БПЦ","Паметник на културата","Целогодишно, безплатно посещение","гр. Трън","Асфалтов път, обществен междуградски транспорт","Намира се в центъра на града","Градска","Места за настаняване","Има","Има",""
"Трън","СКАЛНА ЦЪРКВА СВЕТА ПЕТКА","Скален параклис","Публична общинска собственост-археологически","Паметник на културата от национално значение","Целогодишно безплатно посещение, разполага с уредник, който изнася беседа на посетителите, без достъп за хора с увреждания","гр. Трън","Асфалтов път, обществен междуградски транспорт до центъра на града, параклиса се намира на 1км от центъра, пеш, със собствени велосипеди","Път обозначен с табели","Градска","Места за настаняване","Има","Има",""
"Трън","ИСТОРИЧЕСКИ МУЗЕЙ","Музей","Публична общинска собственост","Паметник на културата-исторически","Музеят работи от сряда до неделя от 8:30-17:00 часа, понеделник и вторник почива, Посещенията са платени. Музея разполага с уредник, който изнася беседа на посетителите.","гр. Трън","Асфалтов път, обществен междуградски транспорт до центъра на града","В централната част на града","Градска","Места за настаняване","Има","Има",""
"Трън","МУЗЕЙНА СБИРКА БУСИНСКА КЕРАМИКА","Музей","Публична общинска собственост","-","Музеят работи от сряда до неделя от 8:30-17:00 часа, понеделник и вторник почива, Посещенията са платени. Музея разполага с уредник, който изнася беседа на посетителите.","с. Бусинци","Асфалтов път, обществен междуградски транспорт- 2 пъти в деня при наличие на пътници, със собствени велосипеди","Път обозначен с табели","Градска","Места за настаняване","Има","Има",""
"Брезник","ЖЕЛЯЗНА МИНЕРАЛНА ВОДА","Лесопарк","Публична общинска собственост","Местно значение","Безплатно","Местността “Лесков дол”.","Асфалтов път","","Природна","Места за настаняване","Няма","Има",""
"Ковачевци","РОДНАТА КЪЩА НА МЕТОДИ АНДОНОВ","Архитектурно-строителен","Частна","","Целогодишно и безплатно","с. Калище","Да","","-","Места за настаняване","Няма","Има",""
"Трън","МУЗЕЙНА СБИРКА НА КИСЕЛОТО МЛЯКО","Музей","Публична общинска собственост","-","Музеят работи от сряда до неделя от 8:30-17:00 часа, понеделник и вторник почива, Посещенията са платени. Музея разполага с уредник, който изнася беседа на посетителите.","с. Студен Извор","Асфалтов път, обществен междуградски транспорт -2 пъти в деня при наличие на пътници, със собствени велосипеди","Път обозначен с табели","Градска","Места за настаняване","Има","Има",""
"Трън","ЖДРЕЛОТО НА РЕКА ЕРМА","Природна забележителност","Публична държавна собственост","-","Целогодишно безплатно посещение, достъпно за хора с увреждания","Местност Ждрелото на 3км от гр. Трън в посока село Ломница","Асфалтов път, обществен междуградски транспорт- 2 пъти в деня при наличие на пътници, пеш, със собствени велосипеди","Път обозначен с табели, екопътека","Природна","Места за настаняване","Има","Има",""
"Трън","ЯБЛАНИШКОТО ЖДРЕЛО","Природна забележителност","Публична държавна собственост","-","Посещенията са препоръчителни в периода от пролетта до есента, безплатно посещение, не е достъпно за хора с увреждания","На 3 км от гр. Трън между селата Банкя и Врабча","Асфалтов път, обществен междуградски транспорт- 2 пъти в деня при наличие на пътници, пеша","Екопътека","Природна","Места за настаняване","-","Има",""
"Трън","ВРЪХ РУЙ","Природна забележителност","Публична държавна собственост","-","Целогодишно безплатно посещение, не е достъпно за хора с увреждания, желаещите да изкачат върха предварително оставят три имена и ЕГН ГКПП Драгоман за справка","По пътя за ГКПП Стрезимировци, на около 10км.","С автомобил с висока проходимост, пеша","Горски път обозначен с табели","Природна","Места за настаняване","-","Има",""
"Трън","ЦЪРКВАТА СВЕТИ ДИМИТЪР","Църква","Собственост на БПЦ","Паметник на културата от национално значение-архитектурно-художествен","Целогодишно безплатно посещение","с. Ярловци","Асфалтов път, обществен междуградски транспорт- 2 пъти в деня при наличие на пътници,","Път обозначен с табели","Градска","Места за настаняване","Има","Има",""
"Трън","ЗЕЛЕНОГРАДСКИ СКАЛИ","Природна забележителност","-","-","Целогодишно безплатно посещение, не е достъпно за хора с увреждания","с. Зелени град","Асфалтов път, обществен междуградски транспорт- 2 пъти в деня при наличие на пътници,","Път обозначен с табели","Природна","Места за настаняване","Има","Има",""
"Трън","ЦЪРКВА СВЕТА ПЕТКА","Църква","Собственост на БПЦ","Паметник на културата от национално значение-археологически","Целогодишно безплатно посещение","с. Пенкьовци","Асфалтов път, обществен междуградски транспорт- 2 пъти в деня при наличие на пътници,(пътят е част от републиканската пътна мрежа и се намира в изключително лошо състояние)","Път обозначен с табели","Градска","Места за настаняване","-","Има",""
"Трън","МАНАСТИР СВЕТО УСПЕНИЕ БОГОРОДИЧНО","Манастир","Собственост на БПЦ","-","Целогодишно безплатно посещение","с. Реяновци","Асфалтов път, обществен междуградски транспорт- 2 пъти в деня при наличие на пътници,","Път обозначен с табели","Природна","Места за настаняване","-","-",""
"Ковачевци","ЕКОПЪТЕКА ПОГЛЕД КЪМ ДЕВЕТ ПЛАНИНИ","Екопътека","Общинска","Забележителност с местно значение","Целогодишно и безплатно","с. Сирищник","Да","","Природна","Места за настаняване","-","-",""
"Брезник","ОБЩИНСКИ ИСТОРИЧЕСКИ МУЗЕЙ","Паметник на културата","Публична общинска собственост","Архитектурен и исторически паметник от местно значение","Безплатно","гр. Брезник, ул. ""Борис Калев"", № 1","Асфалтов път","","Градска","Места за настаняване","Няма","Има",""
"Брезник","АНТИЧЕН КОМПЛЕКС, ВКЛЮЧВАЩ 3 ОБЕКТА:ХРАМ- КЛАДЕНЕЦ, РИМСКА БАНЯ и КЪСНОАНТИЧНА КРЕПОС КУЛ","Паметник на културата","Публична общинска собственост","Паметник на културата определен по Протокол от 30.11.2013 г. с ""висока културно-историческа сойност""","Не","с. Гърло, GPS и трите обекта попадат в ПИ № 014 от масив 043 по КВС на с. Гърло, с обща площ 80 дка","Трудно достъпен","","Природна","Места за настаняване","Няма","Няма",""
"Брезник","ЦЪРНОГОРСКИ МАНАСТИР СВЕТИ СВЕТИ БЕЗСРЕБЪРНИЦИ КОЗМА И ДАМЯН АСИЙСКИ","Паметник на културата","Частна църковна собственост","Архитектурен паметник на културата от местно значение","Безплатно","В подножието на връх ""Китка"", на 4.8 км от с. Гигинци, община Брезник","В момента се реализира проект за асфалтиране на пътя","","Природна","Места за настаняване","Няма","Има",""
"Брезник","ЯЗОВИР СЛАКОВЦИ","Язовир","Публична общинска собственост","","Да","на 10 км на юг от гр. Брезник","Асфалтов път","","Природна","Места за настаняване","Има","Има",""
"Брезник","КОМПЛЕКС FUNSPORT","Аквапарк","Публична общинска собственост","-","Платено, сезонно","с. Конска","Асфалтов път","","Градска","Места за настаняване","Има","Има",""
"Ковачевци","ДОМ ПАМЕТНИК ГЕОРГИ ДИМИТРОВ","Музей","Общинска","Музей","Целогодишно и безплатно","с. Ковачевци","Да","","Градска","Места за настаняване","Няма","Има",""
"Ковачевци","АРТ ГАЛЕРИЯ ДОЛИНАТА НА МАСКИТЕ","Галерия","Общинска","Музейна сбирка","Целогодишно и безплатно","с. Ковачевци","Да","","-","Места за настаняване","-","Има",""
"Силистра","ПРИРОДО- НАУЧЕН МУЗЕЙ СРЕБЪРНА","Музей","Публична-общинска","Природо научен музей","Платено, Безплатно- четвъртък, 2-ма екскурзоводи, достъп за хора с увреждания","с.Сребърна","Третокласен път, Силистра- Сребърна-Линия 22","","Природна","Места за настаняване","Има","-",""
"Силистра","АРХЕОЛОГИЧЕСКИ МУЗЕЙ","Музей","Общинска, Акт №ОС 132/07.10.2005г.","Паметник на културата с местно значение","Платено, целогодишно, екскурзоводи, недостъпен за хора с увреждания","гр. Силистра, ул. Симеон Велики № 72","Да","Да","Градска","Места за настаняване","Има","Има",""
"Силистра","ЕТНОГРАФСКИ МУЗЕЙ","Музей","Общинска, Акт № ОС 281/16.02.1998г.","Паметник на културата с местно значение","Платено, целогодишно, екскурзоводи, недостъпен за хора с увреждания","гр. Силистра, ул. Отец Паисий № 34","Да","Да","Градска","Места за настаняване","Има","Има",""
"Силистра","НАЦИОНАЛЕН АРХЕОЛОГИЧЕСКИ И АРХИТЕКТУРЕН РЕЗЕРВАТ ДУРОСТОРУМ- ДРЪСТЪР- СИЛИСТРА","Резерват","Общинска","Паметник на културата с национално значение","Безплатно, целогодишно, екскурзовод при заявка","Обхваща повече от 2/3 от Силистра","Да","Да","Градска","Места за настаняване","Има","Има",""
"Силистра","РИМСКА ГРОБНИЦА","Недвижим паметник на културата","Държавна","Паметник на културата с национално значение","Платено, сезонно, екскурзоводи, недостъпен за хора с увреждания","гр. Силистра, ул. 7-ми септември №","Да","Да","Градска","Места за настаняване","Има","Има",""
"Силистра","МЕДЖИДИ ТАБИЯ","Недвижим паметник на културата,турска крепокст","Общинска","Паметник на културата с местно значение","Безплатно, целогодишно, екскурзоводи, достъпен за хора с увреждания","Южно от Силистра","Да, асфалт, добро","Да","Природна","Места за настаняване","Няма","Няма",""
